wr1;wr2;wr3;wr4;wr5;wr6;wr7;wr8;wblack1;wb1;wb2;wb3;wb4;wb5;wb6;wb7;wb8;wb9;ww1;ww2;ww3;ww4;ww5;ww6;ww7;wz1;wz2;wz3;wz4;wp1;wp2;wp3;wp4;association;pred
игла_NOUN;Азия_PROPN;Токио_PROPN;ученый_NOUN;воздух_NOUN;пояс_NOUN;ацтек_NOUN;Юпитер_NOUN;блин_NOUN;курс_NOUN;жук_NOUN;треугольник_NOUN;декрет_NOUN;облом_NOUN;линия_NOUN;Байкал_NOUN;кран_NOUN;бар_NOUN;карта_NOUN;танец_NOUN;лев_NOUN;прибор_NOUN;глаз_NOUN;снег_NOUN;Европа_PROPN;воздух_NOUN;Юпитер_NOUN;;;облом_NOUN;прибор_NOUN;;;отсутствие_NOUN;0.045000000000000005
икра_NOUN;пробка_NOUN;танец_NOUN;стан_NOUN;Франция_PROPN;пачка_NOUN;узел_NOUN;мат_NOUN;ствол_NOUN;язык_NOUN;больница_NOUN;лад_NOUN;шоколад_NOUN;пришелец_NOUN;лук_NOUN;ночь_NOUN;горн_NOUN;кошка_NOUN;Олимп_NOUN;ниндзя_NOUN;кенгуру_NOUN;утка_NOUN;микроскоп_NOUN;панель_NOUN;нож_NOUN;икра_NOUN;Франция_PROPN;;;шоколад_NOUN;кошка_NOUN;;;еда_NOUN;0.030000000000000006
свидетель_NOUN;канал_NOUN;крошка_NOUN;линия_NOUN;ступень_NOUN;сердце_NOUN;дыра_NOUN;голова_NOUN;дух_NOUN;бумага_NOUN;право_NOUN;кентавр_NOUN;утконос_NOUN;барьер_NOUN;кость_NOUN;бочка_NOUN;секция_NOUN;Лондон_PROPN;команда_NOUN;карта_NOUN;баня_NOUN;факел_NOUN;Пекин_PROPN;место_NOUN;кулак_NOUN;сердце_NOUN;дыра_NOUN;;;кулак_NOUN;дыра_NOUN;;;пуля_NOUN;0.22499999999999998
дума_NOUN;кран_NOUN;свет_NOUN;среда_NOUN;строй_NOUN;рок_NOUN;ведьма_NOUN;труба_NOUN;звезда_NOUN;дыра_NOUN;театр_NOUN;запад_NOUN;палочка_NOUN;бомба_NOUN;знак_NOUN;стена_NOUN;ложе_NOUN;вилка_NOUN;небоскреб_NOUN;Олимп_NOUN;кольцо_NOUN;галоп_NOUN;учитель_NOUN;предложение_NOUN;кадр_NOUN;кран_NOUN;труба_NOUN;;;труба_NOUN;кран_NOUN;;;водопровод_NOUN;0.75
спутник_NOUN;диск_NOUN;перо_NOUN;зебра_NOUN;место_NOUN;время_NOUN;Атлантида_NOUN;парашют_NOUN;ученый_NOUN;кошка_NOUN;вождь_NOUN;форма_NOUN;лев_NOUN;проспект_NOUN;клетка_NOUN;вид_NOUN;день_NOUN;плата_NOUN;ацтек_NOUN;институт_NOUN;вирус_NOUN;бревно_NOUN;снаряд_NOUN;судьба_NOUN;кролик_NOUN;место_NOUN;время_NOUN;;;день_NOUN;судьба_NOUN;;;встреча_NOUN;0.045000000000000005
бокс_NOUN;сеть_NOUN;береза_NOUN;струна_NOUN;Альпы_NOUN;сердце_NOUN;снаряд_NOUN;Германия_PROPN;экран_NOUN;стекло_NOUN;орел_NOUN;станок_NOUN;шпагат_NOUN;пистолет_NOUN;подъем_NOUN;стул_NOUN;робот_NOUN;король_NOUN;единорог_NOUN;строй_NOUN;мороженое_NOUN;боевик_NOUN;кора_NOUN;замок_NOUN;Бермуды_NOUN;береза_NOUN;сердце_NOUN;;;орел_NOUN;альпы_NOUN;;;родина_NOUN;0.15000000000000002
эльф_NOUN;дама_NOUN;клетка_NOUN;облом_NOUN;Азия_PROPN;круг_NOUN;косяк_NOUN;пачка_NOUN;гвоздь_NOUN;микроскоп_NOUN;мат_NOUN;подъем_NOUN;Урал_NOUN;ерш_NOUN;путь_NOUN;якорь_NOUN;стул_NOUN;медведь_NOUN;пират_NOUN;пробка_NOUN;береза_NOUN;зуб_NOUN;крошка_NOUN;порода_NOUN;утка_NOUN;дама_NOUN;клетка_NOUN;;;пират_NOUN;клетка_NOUN;;;тюрьма_NOUN;0.22499999999999998
падение_NOUN;автомат_NOUN;вирус_NOUN;сердце_NOUN;ангел_NOUN;ветер_NOUN;команда_NOUN;мат_NOUN;вагон_NOUN;факел_NOUN;предприниматель_NOUN;проказа_NOUN;точка_NOUN;рог_NOUN;ласка_NOUN;институт_NOUN;поток_NOUN;орган_NOUN;лимузин_NOUN;наряд_NOUN;замок_NOUN;эфир_NOUN;порода_NOUN;перо_NOUN;эльф_NOUN;сердце_NOUN;ангел_NOUN;;;ласка_NOUN;сердце_NOUN;;;любовь_NOUN;0.15000000000000002
путь_NOUN;блин_NOUN;амфибия_NOUN;камень_NOUN;пассаж_NOUN;флейта_NOUN;масло_NOUN;гребень_NOUN;ложе_NOUN;ботинок_NOUN;супергерой_NOUN;динозавр_NOUN;мелочь_NOUN;мир_NOUN;орган_NOUN;мышь_NOUN;ерш_NOUN;Юпитер_NOUN;кит_NOUN;Бермуды_NOUN;механизм_NOUN;панель_NOUN;пол_NOUN;горло_NOUN;профиль_NOUN;блин_NOUN;масло_NOUN;;;масло_NOUN;ерш_NOUN;;;пища_NOUN;0.15000000000000002
узел_NOUN;фаланга_NOUN;орган_NOUN;Олимп_NOUN;башня_NOUN;икра_NOUN;туба_NOUN;Байкал_NOUN;кора_NOUN;вирус_NOUN;единорог_NOUN;вес_NOUN;Пушкин_PROPN;ствол_NOUN;пояс_NOUN;партия_NOUN;центр_NOUN;робот_NOUN;диск_NOUN;Греция_PROPN;мост_NOUN;наряд_NOUN;Германия_PROPN;шар_NOUN;ангел_NOUN;фаланга_NOUN;орган_NOUN;;;орган_NOUN;робот_NOUN;;;анатомия_NOUN;0.15000000000000002
дама_NOUN;спутник_NOUN;жила_NOUN;вес_NOUN;зуб_NOUN;брак_NOUN;стадион_NOUN;время_NOUN;утка_NOUN;рулетка_NOUN;замок_NOUN;небоскреб_NOUN;лед_NOUN;привод_NOUN;род_NOUN;стопа_NOUN;Байкал_NOUN;воздух_NOUN;кокетка_NOUN;экран_NOUN;палочка_NOUN;опера_NOUN;полиция_NOUN;подъем_NOUN;вирус_NOUN;жила_NOUN;зуб_NOUN;;;стопа_NOUN;зуб_NOUN;;;анатомия_NOUN;0.15000000000000002
пришелец_NOUN;кавалер_NOUN;станок_NOUN;Германия_PROPN;лист_NOUN;спутник_NOUN;рыцарь_NOUN;микроскоп_NOUN;парк_NOUN;доктор_NOUN;орел_NOUN;вилка_NOUN;площадь_NOUN;шар_NOUN;газ_NOUN;ясли_NOUN;Америка_PROPN;посольство_NOUN;рулетка_NOUN;полис_NOUN;Голливуд_PROPN;Юпитер_NOUN;камень_NOUN;король_NOUN;луч_NOUN;пришелец_NOUN;спутник_NOUN;;;пришелец_NOUN;спутник_NOUN;;;космос_NOUN;0.75
огонь_NOUN;доктор_NOUN;каша_NOUN;налет_NOUN;ацтек_NOUN;край_NOUN;болезнь_NOUN;порода_NOUN;крыло_NOUN;микроскоп_NOUN;струна_NOUN;секрет_NOUN;Пушкин_PROPN;смерть_NOUN;фаланга_NOUN;жук_NOUN;предприниматель_NOUN;центр_NOUN;контрабандист_NOUN;канал_NOUN;Бермуды_NOUN;эфир_NOUN;солдат_NOUN;наряд_NOUN;Египет_PROPN;доктор_NOUN;болезнь_NOUN;;;болезнь_NOUN;доктор_NOUN;;;медицина_NOUN;0.75
паук_NOUN;лев_NOUN;партия_NOUN;Урал_NOUN;шпагат_NOUN;рыба_NOUN;вагон_NOUN;золото_NOUN;хвост_NOUN;кетчуп_NOUN;игра_NOUN;звезда_NOUN;билет_NOUN;развод_NOUN;лицо_NOUN;стол_NOUN;горло_NOUN;рак_NOUN;состав_NOUN;лейка_NOUN;плата_NOUN;удел_NOUN;фига_NOUN;фокус_NOUN;раствор_NOUN;партия_NOUN;вагон_NOUN;;;вагон_NOUN;урал_NOUN;;;перевоз_NOUN;0.75
кентавр_NOUN;Франция_PROPN;век_NOUN;лук_NOUN;робот_NOUN;карта_NOUN;операция_NOUN;база_NOUN;гений_NOUN;глаз_NOUN;Греция_PROPN;площадь_NOUN;полис_NOUN;стойка_NOUN;ясли_NOUN;Антарктида_PROPN;мир_NOUN;мышь_NOUN;пол_NOUN;театр_NOUN;кокетка_NOUN;пингвин_NOUN;подкова_NOUN;якорь_NOUN;концерт_NOUN;век_NOUN;робот_NOUN;;;век_NOUN;глаз_NOUN;;;век_ADV;0.15000000000000002
клетка_NOUN;крыло_NOUN;поток_NOUN;кенгуру_NOUN;Бермуды_NOUN;зебра_NOUN;зона_NOUN;база_NOUN;рыцарь_NOUN;ступень_NOUN;эфир_NOUN;обрез_NOUN;каша_NOUN;лимузин_NOUN;круг_NOUN;сила_NOUN;дятел_NOUN;сантехник_NOUN;Голливуд_PROPN;путь_NOUN;икра_NOUN;совет_NOUN;единорог_NOUN;призрак_NOUN;дух_NOUN;зебра_NOUN;зона_NOUN;;;кенгуру_NOUN;единорог_NOUN;;;зоопарк_NOUN;0.22499999999999998
клетка_NOUN;ерш_NOUN;агент_NOUN;Пекин_PROPN;ночь_NOUN;блин_NOUN;дробь_NOUN;Америка_PROPN;налет_NOUN;палец_NOUN;болезнь_NOUN;дыра_NOUN;береза_NOUN;корона_NOUN;Греция_PROPN;соль_NOUN;контрабандист_NOUN;проводник_NOUN;путь_NOUN;урна_NOUN;Рим_PROPN;бочка_NOUN;плата_NOUN;киви_NOUN;земля_NOUN;Пекин_PROPN;Америка_PROPN;;;пекин_PROPN;америка_PROPN;;;соперничество_NOUN;0.75
полис_NOUN;гриф_NOUN;вагон_NOUN;взгляд_NOUN;порода_NOUN;крест_NOUN;мышь_NOUN;развод_NOUN;пират_NOUN;платье_NOUN;стан_NOUN;кошка_NOUN;ниндзя_NOUN;луна_NOUN;концерт_NOUN;заяц_NOUN;вор_NOUN;привод_NOUN;бутылка_NOUN;зона_NOUN;запах_NOUN;Пушкин_PROPN;Греция_PROPN;гений_NOUN;ерш_NOUN;порода_NOUN;мышь_NOUN;;;кошка_NOUN;порода_NOUN;;;питомец_NOUN;0.15000000000000002
Атлантида_NOUN;волна_NOUN;пояс_NOUN;помет_NOUN;принцесса_NOUN;баня_NOUN;отель_NOUN;подкова_NOUN;бумага_NOUN;Греция_PROPN;запад_NOUN;лазер_NOUN;брак_NOUN;водолаз_NOUN;налет_NOUN;мост_NOUN;амфибия_NOUN;пилот_NOUN;станок_NOUN;киви_NOUN;казино_NOUN;конек_NOUN;предложение_NOUN;пришелец_NOUN;бабочка_NOUN;принцесса_NOUN;отель_NOUN;;;мост_NOUN;баня_NOUN;;;остановка_NOUN;0.15000000000000002
рыцарь_NOUN;корона_NOUN;рысь_NOUN;бокс_NOUN;контрабандист_NOUN;образование_NOUN;пара_NOUN;больница_NOUN;гранат_NOUN;брак_NOUN;Пушкин_PROPN;телескоп_NOUN;воздух_NOUN;машина_NOUN;база_NOUN;медведь_NOUN;волна_NOUN;бочка_NOUN;строй_NOUN;порода_NOUN;робот_NOUN;паук_NOUN;взгляд_NOUN;пачка_NOUN;камень_NOUN;рыцарь_NOUN;пара_NOUN;;;контрабандист_NOUN;взгляд_NOUN;;;поиск_NOUN;0.22499999999999998
линия_NOUN;контрабандист_NOUN;овсянка_NOUN;концерт_NOUN;стена_NOUN;ангел_NOUN;кит_NOUN;палочка_NOUN;кабинет_NOUN;узел_NOUN;осьминог_NOUN;вагон_NOUN;перемена_NOUN;солдат_NOUN;груша_NOUN;косяк_NOUN;бар_NOUN;боевик_NOUN;адвокат_NOUN;лазер_NOUN;корона_NOUN;червь_NOUN;доктор_NOUN;платье_NOUN;голова_NOUN;овсянка_NOUN;стена_NOUN;;;боевик_NOUN;солдат_NOUN;;;бросок_NOUN;0.030000000000000006
вагон_NOUN;орел_NOUN;корона_NOUN;коса_NOUN;вор_NOUN;соль_NOUN;мелочь_NOUN;концерт_NOUN;снеговик_NOUN;род_NOUN;голова_NOUN;стул_NOUN;бочка_NOUN;канал_NOUN;порода_NOUN;время_NOUN;кавалер_NOUN;десна_NOUN;динозавр_NOUN;карта_NOUN;кол_NOUN;лед_NOUN;кабинет_NOUN;ключ_NOUN;механизм_NOUN;корона_NOUN;вор_NOUN;;;вор_NOUN;карта_NOUN;;;кража_NOUN;0.22499999999999998
платье_NOUN;механизм_NOUN;гранат_NOUN;Рим_PROPN;казино_NOUN;кора_NOUN;мотив_NOUN;диск_NOUN;десна_NOUN;рыба_NOUN;жила_NOUN;туба_NOUN;мост_NOUN;полиция_NOUN;блин_NOUN;утконос_NOUN;штат_NOUN;утка_NOUN;номер_NOUN;Антарктида_PROPN;снеговик_NOUN;пояс_NOUN;Франция_PROPN;осьминог_NOUN;наряд_NOUN;платье_NOUN;казино_NOUN;;;наряд_NOUN;блин_NOUN;;;вечер_NOUN;0.045
боров_NOUN;треугольник_NOUN;среда_NOUN;шпион_NOUN;борт_NOUN;колонна_NOUN;прокат_NOUN;образ_NOUN;вид_NOUN;кабинет_NOUN;кентавр_NOUN;запах_NOUN;рог_NOUN;гигант_NOUN;скат_NOUN;контрабандист_NOUN;почка_NOUN;бревно_NOUN;трава_NOUN;язык_NOUN;Австралия_PROPN;груша_NOUN;яд_NOUN;наряд_NOUN;Антарктида_PROPN;треугольник_NOUN;колонна_NOUN;;;вид_NOUN;язык_NOUN;;;форма_NOUN;0.0
ниндзя_NOUN;земля_NOUN;гриф_NOUN;кабинет_NOUN;корона_NOUN;жизнь_NOUN;рукав_NOUN;прибор_NOUN;ведьма_NOUN;помет_NOUN;небоскреб_NOUN;Олимп_NOUN;стекло_NOUN;конек_NOUN;канал_NOUN;облом_NOUN;камень_NOUN;центр_NOUN;золото_NOUN;утконос_NOUN;перемена_NOUN;ключ_NOUN;лимузин_NOUN;пояс_NOUN;платье_NOUN;земля_NOUN;жизнь_NOUN;;;ведьма_NOUN;ниндзя_NOUN;;;тайна_NOUN;0.0
частица_NOUN;ясли_NOUN;земля_NOUN;запад_NOUN;запах_NOUN;агент_NOUN;баня_NOUN;клетка_NOUN;супергерой_NOUN;мед_NOUN;шуба_NOUN;платье_NOUN;Европа_PROPN;венец_NOUN;урна_NOUN;пришелец_NOUN;стул_NOUN;королева_NOUN;рыба_NOUN;батарея_NOUN;брак_NOUN;вид_NOUN;такса_NOUN;Азия_PROPN;обрез_NOUN;запад_NOUN;баня_NOUN;;;запах_NOUN;вид_NOUN;;;отсутствие_NOUN;0.22499999999999998
жук_NOUN;король_NOUN;корона_NOUN;стекло_NOUN;спутник_NOUN;масло_NOUN;запад_NOUN;боров_NOUN;перчатка_NOUN;колонна_NOUN;фига_NOUN;сила_NOUN;водолаз_NOUN;ботинок_NOUN;доктор_NOUN;овсянка_NOUN;Греция_PROPN;ключ_NOUN;плата_NOUN;бар_NOUN;ствол_NOUN;раствор_NOUN;каша_NOUN;газ_NOUN;шпион_NOUN;король_NOUN;корона_NOUN;;;запад_NOUN;король_NOUN;;;средневековье_NOUN;0.75
камень_NOUN;икра_NOUN;ступень_NOUN;соль_NOUN;Сатурн_NOUN;гриф_NOUN;Европа_PROPN;крыло_NOUN;Голливуд_PROPN;утка_NOUN;рыцарь_NOUN;тур_NOUN;пол_NOUN;ведьма_NOUN;поток_NOUN;гигант_NOUN;пилот_NOUN;раствор_NOUN;мир_NOUN;Урал_NOUN;телескоп_NOUN;подъем_NOUN;яд_NOUN;номер_NOUN;ниндзя_NOUN;камень_NOUN;ступень_NOUN;;;соль_NOUN;раствор_NOUN;;;состав_NOUN;0.15000000000000002
Пекин_PROPN;вертолет_NOUN;стекло_NOUN;стол_NOUN;бумага_NOUN;жизнь_NOUN;каша_NOUN;лес_NOUN;банк_NOUN;Лондон_PROPN;косяк_NOUN;перемена_NOUN;проводник_NOUN;институт_NOUN;доктор_NOUN;Пушкин_PROPN;жук_NOUN;церковь_NOUN;бар_NOUN;золото_NOUN;трава_NOUN;концерт_NOUN;среда_NOUN;прокат_NOUN;профиль_NOUN;вертолет_NOUN;лес_NOUN;;;вертолет_NOUN;лондон_PROPN;;;крушение_NOUN;0.75
баня_NOUN;стадион_NOUN;театр_NOUN;рысь_NOUN;отель_NOUN;хвост_NOUN;Урал_NOUN;побег_NOUN;образование_NOUN;посольство_NOUN;ученый_NOUN;лазер_NOUN;рыцарь_NOUN;орел_NOUN;рулетка_NOUN;Байкал_NOUN;бокс_NOUN;учитель_NOUN;земля_NOUN;предложение_NOUN;голова_NOUN;призрак_NOUN;место_NOUN;палец_NOUN;банк_NOUN;баня_NOUN;Урал_NOUN;;;учитель_NOUN;театр_NOUN;;;любовь_NOUN;0.15000000000000002
наряд_NOUN;шпагат_NOUN;лимузин_NOUN;Олимп_NOUN;ночь_NOUN;луна_NOUN;бочка_NOUN;титан_NOUN;кость_NOUN;перемена_NOUN;жук_NOUN;обрез_NOUN;проспект_NOUN;гранат_NOUN;Атлантида_NOUN;пара_NOUN;акт_NOUN;диск_NOUN;декрет_NOUN;экран_NOUN;Голливуд_PROPN;дятел_NOUN;пирамида_NOUN;вагон_NOUN;кора_NOUN;Олимп_NOUN;титан_NOUN;;;титан_NOUN;олимп_NOUN;;;геркулес_NOUN;0.75
порода_NOUN;лад_NOUN;смерть_NOUN;пингвин_NOUN;струна_NOUN;шоколад_NOUN;паук_NOUN;бабочка_NOUN;пояс_NOUN;супергерой_NOUN;банк_NOUN;падение_NOUN;ботинок_NOUN;пистолет_NOUN;залог_NOUN;танец_NOUN;дума_NOUN;поток_NOUN;лист_NOUN;кольцо_NOUN;верфь_NOUN;операция_NOUN;икра_NOUN;агент_NOUN;волна_NOUN;порода_NOUN;смерть_NOUN;;;порода_NOUN;пингвин_NOUN;;;питомец_NOUN;0.75
небоскреб_NOUN;косяк_NOUN;Пекин_PROPN;пара_NOUN;сердце_NOUN;пляж_NOUN;проспект_NOUN;место_NOUN;кора_NOUN;среда_NOUN;билет_NOUN;зуб_NOUN;война_NOUN;туба_NOUN;голова_NOUN;динозавр_NOUN;вагон_NOUN;эльф_NOUN;панель_NOUN;ацтек_NOUN;Юпитер_NOUN;узел_NOUN;гений_NOUN;ударник_NOUN;машина_NOUN;небоскреб_NOUN;Пекин_PROPN;;;пекин_PROPN;ацтек_NOUN;;;китай_PROPN;0.22499999999999998
партия_NOUN;рысь_NOUN;рубашка_NOUN;такса_NOUN;палочка_NOUN;место_NOUN;канал_NOUN;телескоп_NOUN;пистолет_NOUN;вилка_NOUN;ударник_NOUN;подкова_NOUN;шоколад_NOUN;кадр_NOUN;боров_NOUN;нота_NOUN;ботинок_NOUN;парк_NOUN;Африка_PROPN;береза_NOUN;совет_NOUN;экран_NOUN;замок_NOUN;декрет_NOUN;ветер_NOUN;такса_NOUN;палочка_NOUN;;;экран_NOUN;нота_NOUN;;;игра_NOUN;0.045
шар_NOUN;мат_NOUN;проказа_NOUN;Берлин_PROPN;вертолет_NOUN;Греция_PROPN;площадь_NOUN;крест_NOUN;полиция_NOUN;автомат_NOUN;театр_NOUN;вода_NOUN;век_NOUN;свет_NOUN;стол_NOUN;тур_NOUN;форма_NOUN;акт_NOUN;шпагат_NOUN;венец_NOUN;банк_NOUN;лама_NOUN;салют_NOUN;раствор_NOUN;мелочь_NOUN;Берлин_PROPN;площадь_NOUN;;;площадь_NOUN;театр_NOUN;;;центр_NOUN;0.15000000000000002
кольцо_NOUN;дробь_NOUN;жила_NOUN;Антарктида_PROPN;точка_NOUN;колонна_NOUN;луна_NOUN;лист_NOUN;Альпы_NOUN;кролик_NOUN;круг_NOUN;кит_NOUN;Урал_NOUN;Египет_PROPN;няня_NOUN;вор_NOUN;орган_NOUN;вилка_NOUN;место_NOUN;воздух_NOUN;стопа_NOUN;ниндзя_NOUN;посольство_NOUN;крыло_NOUN;Германия_PROPN;кольцо_NOUN;дробь_NOUN;колонна_NOUN;;германия_PROPN;ниндзя_NOUN;антарктида_PROPN;;война_NOUN;0.285
судьба_NOUN;среда_NOUN;кошка_NOUN;бар_NOUN;станок_NOUN;шпагат_NOUN;миллионер_NOUN;парашют_NOUN;бочка_NOUN;воздух_NOUN;рукав_NOUN;ангел_NOUN;полиция_NOUN;смерть_NOUN;казино_NOUN;платье_NOUN;баня_NOUN;развод_NOUN;паук_NOUN;брак_NOUN;зуб_NOUN;экран_NOUN;клетка_NOUN;лама_NOUN;Бермуды_NOUN;станок_NOUN;шпагат_NOUN;;;платье_NOUN;бар_NOUN;;;балет_NOUN;0.15000000000000002
заяц_NOUN;лошадь_NOUN;кошка_NOUN;Индия_PROPN;Атлантида_NOUN;институт_NOUN;камень_NOUN;ветер_NOUN;ниндзя_NOUN;карта_NOUN;салют_NOUN;залог_NOUN;палочка_NOUN;зуб_NOUN;проспект_NOUN;частица_NOUN;сантехник_NOUN;огонь_NOUN;ерш_NOUN;лист_NOUN;мороженое_NOUN;эльф_NOUN;штат_NOUN;венец_NOUN;груша_NOUN;заяц_NOUN;лошадь_NOUN;кошка_NOUN;;кошка_NOUN;заяц_NOUN;ерш_NOUN;;млекопитающее_NOUN;0.285
фига_NOUN;дятел_NOUN;шуба_NOUN;пол_NOUN;перчатка_NOUN;хвост_NOUN;дама_NOUN;шар_NOUN;косяк_NOUN;ерш_NOUN;заяц_NOUN;перемена_NOUN;смерть_NOUN;мелочь_NOUN;Индия_PROPN;концерт_NOUN;ночь_NOUN;полиция_NOUN;станок_NOUN;блок_NOUN;опера_NOUN;стадион_NOUN;батарея_NOUN;Рим_PROPN;покров_NOUN;шуба_NOUN;перчатка_NOUN;дама_NOUN;;дама_NOUN;перчатка_NOUN;пол_NOUN;;женщина_NOUN;0.95
луч_NOUN;пассаж_NOUN;предложение_NOUN;заноза_NOUN;шпагат_NOUN;яблоко_NOUN;Байкал_NOUN;кавалер_NOUN;соль_NOUN;Америка_PROPN;принцесса_NOUN;эфир_NOUN;Пушкин_PROPN;адвокат_NOUN;десна_NOUN;рыцарь_NOUN;дробь_NOUN;кисть_NOUN;брак_NOUN;морковь_NOUN;бумага_NOUN;вес_NOUN;банк_NOUN;альбом_NOUN;факел_NOUN;яблоко_NOUN;Байкал_NOUN;;;байкал_NOUN;пушкин_PROPN;;;природа_NOUN;0.75
гигант_NOUN;стекло_NOUN;палата_NOUN;колонна_NOUN;профиль_NOUN;адвокат_NOUN;день_NOUN;лев_NOUN;место_NOUN;дыра_NOUN;ступень_NOUN;посольство_NOUN;утконос_NOUN;рубашка_NOUN;карта_NOUN;фокус_NOUN;стул_NOUN;королева_NOUN;кит_NOUN;флейта_NOUN;дума_NOUN;узел_NOUN;Австралия_PROPN;горн_NOUN;корона_NOUN;палата_NOUN;колонна_NOUN;;;место_NOUN;узел_NOUN;;;расположение_NOUN;0.0
воздух_NOUN;кетчуп_NOUN;перемена_NOUN;водолаз_NOUN;вождь_NOUN;боевик_NOUN;скат_NOUN;крест_NOUN;гвоздь_NOUN;овсянка_NOUN;дракон_NOUN;пирамида_NOUN;аппарат_NOUN;налет_NOUN;стопа_NOUN;повар_NOUN;кость_NOUN;Германия_PROPN;Сатурн_NOUN;баня_NOUN;супергерой_NOUN;морковь_NOUN;колода_NOUN;ясли_NOUN;обрез_NOUN;водолаз_NOUN;скат_NOUN;;;воздух_NOUN;кетчуп_NOUN;;;вода_NOUN;0.75
вилка_NOUN;проказа_NOUN;королева_NOUN;кентавр_NOUN;билет_NOUN;эльф_NOUN;дух_NOUN;центр_NOUN;привод_NOUN;дятел_NOUN;лук_NOUN;гвоздь_NOUN;лазер_NOUN;Индия_PROPN;принцесса_NOUN;гигант_NOUN;борт_NOUN;крыло_NOUN;посольство_NOUN;собака_NOUN;горн_NOUN;кора_NOUN;жизнь_NOUN;палец_NOUN;Лондон_PROPN;эльф_NOUN;дух_NOUN;;;эльф_NOUN;кентавр_NOUN;;;существо_NOUN;0.75
высота_NOUN;факел_NOUN;стопа_NOUN;Олимп_NOUN;центр_NOUN;образ_NOUN;край_NOUN;крест_NOUN;линия_NOUN;дятел_NOUN;груша_NOUN;волна_NOUN;шар_NOUN;база_NOUN;водолаз_NOUN;трава_NOUN;треугольник_NOUN;Америка_PROPN;кора_NOUN;пол_NOUN;поле_NOUN;жила_NOUN;место_NOUN;день_NOUN;призрак_NOUN;факел_NOUN;Олимп_NOUN;;;олимп_NOUN;факел_NOUN;;;олимпиада_NOUN;0.75
флейта_NOUN;стойка_NOUN;утконос_NOUN;верфь_NOUN;утка_NOUN;орел_NOUN;обрез_NOUN;Токио_PROPN;дух_NOUN;свет_NOUN;бумага_NOUN;водолаз_NOUN;стул_NOUN;строй_NOUN;Франция_PROPN;горло_NOUN;проводник_NOUN;бочка_NOUN;рок_NOUN;дракон_NOUN;кит_NOUN;ученый_NOUN;заяц_NOUN;концерт_NOUN;отель_NOUN;утконос_NOUN;утка_NOUN;орел_NOUN;;утка_NOUN;дракон_NOUN;заяц_NOUN;;птица_NOUN;0.08549999999999999
лук_NOUN;ударник_NOUN;сеть_NOUN;кролик_NOUN;башня_NOUN;повар_NOUN;вирус_NOUN;Египет_PROPN;Москва_PROPN;ствол_NOUN;заноза_NOUN;панель_NOUN;воздух_NOUN;вид_NOUN;телескоп_NOUN;голова_NOUN;титан_NOUN;образ_NOUN;прокат_NOUN;хлопок_NOUN;липа_NOUN;Атлантида_NOUN;стадион_NOUN;снаряд_NOUN;звезда_NOUN;лук_NOUN;повар_NOUN;;;повар_NOUN;кролик_NOUN;;;охотник_NOUN;0.75
журавль_NOUN;казино_NOUN;Китай_PROPN;стан_NOUN;фига_NOUN;кокетка_NOUN;рубашка_NOUN;лад_NOUN;стул_NOUN;Урал_NOUN;крыло_NOUN;ночь_NOUN;секрет_NOUN;место_NOUN;треугольник_NOUN;морковь_NOUN;заяц_NOUN;запах_NOUN;Франция_PROPN;звезда_NOUN;сила_NOUN;ложе_NOUN;зона_NOUN;туба_NOUN;образ_NOUN;казино_NOUN;рубашка_NOUN;;;казино_NOUN;секрет_NOUN;;;мафия_NOUN;0.15000000000000002
липа_NOUN;ласка_NOUN;ветер_NOUN;косяк_NOUN;полиция_NOUN;трава_NOUN;морковь_NOUN;дробь_NOUN;точка_NOUN;палочка_NOUN;нож_NOUN;панель_NOUN;агент_NOUN;орел_NOUN;гений_NOUN;сердце_NOUN;отель_NOUN;биржа_NOUN;Москва_PROPN;амфибия_NOUN;побег_NOUN;Азия_PROPN;овсянка_NOUN;ученый_NOUN;стадион_NOUN;липа_NOUN;трава_NOUN;морковь_NOUN;;трава_NOUN;побег_NOUN;морковь_NOUN;;растение_NOUN;0.285
вода_NOUN;червь_NOUN;яд_NOUN;шпион_NOUN;карта_NOUN;бумага_NOUN;якорь_NOUN;осьминог_NOUN;Пушкин_PROPN;Антарктида_PROPN;гений_NOUN;зебра_NOUN;вал_NOUN;Европа_PROPN;подкова_NOUN;лейка_NOUN;журавль_NOUN;частица_NOUN;театр_NOUN;венец_NOUN;косяк_NOUN;крыло_NOUN;образ_NOUN;пляж_NOUN;орган_NOUN;вода_NOUN;якорь_NOUN;осьминог_NOUN;;пляж_NOUN;антарктида_PROPN;вода_NOUN;;море_NOUN;0.285
Рим_PROPN;перо_NOUN;бокс_NOUN;стопа_NOUN;Европа_PROPN;мороженое_NOUN;ступень_NOUN;пирамида_NOUN;призрак_NOUN;огонь_NOUN;полиция_NOUN;луч_NOUN;урна_NOUN;течение_NOUN;ученый_NOUN;вор_NOUN;принцесса_NOUN;парашют_NOUN;мушка_NOUN;дух_NOUN;билет_NOUN;тур_NOUN;горн_NOUN;Бермуды_NOUN;Египет_PROPN;Рим_PROPN;Европа_PROPN;;;европа_PROPN;рим_PROPN;;;италия_PROPN;0.75
